Billing account name,Billing account ID,Project name,Project ID,Project hierarchy,Service description,Service ID,SKU description,SKU ID,Usage amount,Usage unit,Usage start date,Usage end date,Rate,Amount
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Licensing Fee for SQL Server 2017 Standard on VM with more than 4 VCPU,7A12-F666-3E4F,"11,885.28",hour,1-Jan-24,31-Jan-24,0.12,1426.2
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,SSD backed PD Capacity in Mumbai,FF66-41CB-DE90,"6,969.91",gibibyte month,1-Jan-24,31-Jan-24,0.204,1421.9
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Licensing Fee for Windows Server 2016 Datacenter Edition (CPU cost),00B2-37B0-B8BB,"23,807.71",hour,1-Jan-24,31-Jan-24,0.046,1095.2
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Balanced PD Capacity in Mumbai,C24C-88D9-75ED,"6,496.05",gibibyte month,1-Jan-24,31-Jan-24,0.12,779.5
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,N2 Instance Ram running in Mumbai,23FA-BF9A-7C7A,"142,623.41",gibibyte hour,1-Jan-24,31-Jan-24,0.005088,725.7
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,N2 Instance Core running in Mumbai,3A1A-7CFC-5747,"17,827.93",hour,1-Jan-24,31-Jan-24,0.03797,676.9
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,E2 Instance Core running in Mumbai,DFC1-04D4-B4A1,"22,656.03",hour,1-Jan-24,31-Jan-24,0.0261993,593.6
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Licensing Fee for SQL Server 2017 Standard on VM with 1 to 4 VCPU,C104-DF70-1168,743.926,hour,1-Jan-24,31-Jan-24,0.48,357.1
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Cloud Storage,95FF-2EF5-5EA1,Nearline Storage Mumbai,FD55-A8ED-B1A6,"21,753.24",gibibyte month,1-Jan-24,31-Jan-24,0.016,348.1
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,E2 Instance Ram running in Mumbai,90AB-A7A8-F873,"108,452.63",gibibyte hour,1-Jan-24,31-Jan-24,0.00351072,380.7
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Networking,E505-1604-58F8,Networking Cloud VPN Tunnel Asiasouth1,930D-66FD-C691,"5,950.21",hour,1-Jan-24,31-Jan-24,0.05,297.5
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Custom Instance Core running in Mumbai,9544-CFBE-3F3F,"5,942.64",hour,1-Jan-24,31-Jan-24,0.0398685,236.9
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Storage PD Snapshot in Delhi,246B-6075-A49D,"4,872.81",gibibyte month,1-Jan-24,31-Jan-24,0.06,292.4
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Cloud Monitoring,58CD-E7C3-72CA,Metric Volume,A924-09D0-8854,585.407,mebibyte,1-Jan-24,31-Jan-24,0.258,151.0
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,PD snapshot Data Transfer Out within Asia,B5A2-9FBC-320A,"13,339.04",gibibyte,1-Jan-24,31-Jan-24,0.08,1067.1
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Storage Machine Image in Mumbai,FB14-5D66-522F,"1,583.52",gibibyte month,1-Jan-24,31-Jan-24,0.06,95.0
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Custom Instance Ram running in Mumbai,1FD0-7EA0-91ED,"20,799.25",gibibyte hour,1-Jan-24,31-Jan-24,0.0053424,111.1
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Storage Machine Image in Asia,94B7-C7FA-15DA,"1,528.73",gibibyte month,1-Jan-24,31-Jan-24,0.05,76.4
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Networking,E505-1604-58F8,Regional Internal Application Load Balancer Proxy Instance Charge for Mumbai (asia-south1),18D4-D9C3-4331,"2,228",hour,1-Jan-24,31-Jan-24,0.025,55.7
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Cloud Interconnect - 50Mbps VLAN attachment via Google partner,E4A6-C099-9380,742.83,hour,1-Jan-24,31-Jan-24,0.05417,40.2
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Storage PD Capacity in Mumbai,320C-7688-1A62,709.787,gibibyte month,1-Jan-24,31-Jan-24,0.048,34.1
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Network Inter Zone Data Transfer Out,DE9E-AFBC-A15A,"3,236.76",gibibyte,1-Jan-24,31-Jan-24,0.01,32.4
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Storage Image in Mumbai,3C39-B650-9ECC,473.364,gibibyte month,1-Jan-24,31-Jan-24,0.06,28.4
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Mumbai,2717-BEFE-3773,"1,194.93",gibibyte month,1-Jan-24,31-Jan-24,0.023,27.5
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Networking,E505-1604-58F8,Cloud Load Balancer Forwarding Rule Minimum for Mumbai (asia-south1),7386-1FD9-A800,742.83,hour,1-Jan-24,31-Jan-24,0.03,22.3
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Networking,E505-1604-58F8,Cloud Load Balancer Forwarding Rule Minimum Global,DEE3-C42E-3E4D,742.83,hour,1-Jan-24,31-Jan-24,0.025,18.6
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Static Ip Charge in Mumbai,1268-F71A-6285,"1,485.66",hour,1-Jan-24,31-Jan-24,0.012,17.8
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Networking,E505-1604-58F8,Networking Cloud Nat Gateway Uptime,32E2-4EFC-EF9F,"8,916.01",hour,1-Jan-24,31-Jan-24,0.0014,12.5
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Networking,E505-1604-58F8,Cloud Load Balancer Forwarding Rule Additional Global,1211-928B-AF92,742.83,hour,1-Jan-24,31-Jan-24,0.01,7.4
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Static Ip Charge,66A2-68EA-56BE,742.83,hour,1-Jan-24,31-Jan-24,0.01,7.4
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Mumbai to APAC,4F52-58E2-DAD9,28.144,gibibyte,1-Jan-24,31-Jan-24,0.12,3.4
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,External IP Charge on a Standard VM,C054-7F72-A02E,742.83,hour,1-Jan-24,31-Jan-24,0.005,3.7
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Networking,E505-1604-58F8,Networking Cloud Nat Data Processing,015F-5732-FFF0,35.251,gibibyte,1-Jan-24,31-Jan-24,0.045,1.6
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Mumbai to Americas,1507-FFFF-0D8E,9.054,gibibyte,1-Jan-24,31-Jan-24,0.12,1.1
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Storage Image,DAA2-253C-6680,8.084,gibibyte month,1-Jan-24,31-Jan-24,0.05,0.4
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Cloud Interconnect - Data Transfer Asia Pacific,02FC-C3E4-9A75,6.987,gibibyte,1-Jan-24,31-Jan-24,0.042,0.3
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Mumbai (asia-south1),91F1-423B-CF42,23.474,gibibyte,1-Jan-24,31-Jan-24,0.01,0.2
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Cloud Scheduler,1F14-4801-0E16,Jobs,A5D6-43A2-28A7,62,count,1-Jan-24,31-Jan-24,0.1,6.2
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Network Vpn Internet Data Transfer Out from Mumbai to APAC,C4D8-B983-FE40,0.99,gibibyte,1-Jan-24,31-Jan-24,0.12,0.1
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Mumbai to Americas,854C-EE0C-E780,1.265,gibibyte,1-Jan-24,31-Jan-24,0.08,0.1
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Artifact Registry,149C-F9EC-3994,Artifact Registry Storage,8502-299A-ABAF,0.889,gibibyte month,1-Jan-24,31-Jan-24,0.1,0.1
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Mumbai to EMEA,9E94-7951-1EB0,0.633,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Mumbai to Sao Paulo,CC66-C9C8-6AB4,0.632,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Mumbai to Virginia,E5C6-86EB-9948,0.632,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Networking,E505-1604-58F8,Regional Internal Passthrough Network Load Balancer Inbound Data Processing for Mumbai (asia-south1),04C3-B191-CDC2,4.92,gibibyte,1-Jan-24,31-Jan-24,0.01,0.0
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Mumbai to Singapore,467B-6163-2449,0.632,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Mumbai to EMEA,09EF-5244-AB40,0.164,gibibyte,1-Jan-24,31-Jan-24,0.12,0.0
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Asia Multi-region,E653-0A40-3B69,0.488,gibibyte month,1-Jan-24,31-Jan-24,0.026,0.0
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Mumbai to Delhi,2004-5B32-AF3F,0.156,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Mumbai to Hong Kong,8DC6-8701-EF2D,0.152,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Mumbai to China,96B7-A85B-0114,0.02,gibibyte,1-Jan-24,31-Jan-24,0.23,0.0
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Network Data Transfer Out via Carrier Peering Network - APAC Based,9428-46F3-3796,0.077,gibibyte,1-Jan-24,31-Jan-24,0.06,0.0
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Mumbai to Sydney,F560-04CB-F4FE,0.016,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Mumbai to Seoul,CD1B-1694-761C,0.027,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Mumbai to Australia,5708-C46F-8E73,0.01,gibibyte,1-Jan-24,31-Jan-24,0.19,0.0
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Limited ,pvr-limited-283410,PVRCINEMAS.COM/Folder/PVR-Limited,Cloud Storage,95FF-2EF5-5EA1,Regional Nearline Class A Operations,9559-D2EC-1D33,73,count,1-Jan-24,31-Jan-24,0.01,0.7
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Compute Engine,6F81-5844-456A,E2 Instance Core running in Mumbai,DFC1-04D4-B4A1,"219,229.17",hour,1-Jan-24,31-Jan-24,0.0261993,5743.7
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Compute Engine,6F81-5844-456A,Licensing Fee for SQL Server 2016 Standard on VM with more than 4 VCPU,DDCC-EC20-B714,"29,816.03",hour,1-Jan-24,31-Jan-24,0.12,3577.9
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Compute Engine,6F81-5844-456A,E2 Instance Ram running in Mumbai,90AB-A7A8-F873,"1,266,528.40",gibibyte hour,1-Jan-24,31-Jan-24,0.00351072,4446.4
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Compute Engine,6F81-5844-456A,Licensing Fee for Windows Server 2016 Datacenter Edition (CPU cost),00B2-37B0-B8BB,"50,592",hour,1-Jan-24,31-Jan-24,0.046,2327.2
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Cloud SQL,9662-B51E-5089,Cloud SQL for MySQL: Regional - RAM in Mumbai,CF65-6199-3E00,"141,360",gibibyte hour,1-Jan-24,31-Jan-24,0.0168,2374.8
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Cloud SQL,9662-B51E-5089,Cloud SQL for MySQL: Regional - vCPU in Mumbai,C6EC-0069-3076,"22,320",hour,1-Jan-24,31-Jan-24,0.0991,2211.9
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Cloud Monitoring,58CD-E7C3-72CA,Metric Volume,A924-09D0-8854,"7,041.21",mebibyte,1-Jan-24,31-Jan-24,0.258,1816.6
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Compute Engine,6F81-5844-456A,SSD backed PD Capacity in Mumbai,FF66-41CB-DE90,"7,109.93",gibibyte month,1-Jan-24,31-Jan-24,0.204,1450.4
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Compute Engine,6F81-5844-456A,Balanced PD Capacity in Mumbai,C24C-88D9-75ED,"7,522.78",gibibyte month,1-Jan-24,31-Jan-24,0.12,902.7
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Compute Engine,6F81-5844-456A,N2 Instance Core running in Mumbai,3A1A-7CFC-5747,"23,770.57",hour,1-Jan-24,31-Jan-24,0.03797,902.6
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Compute Engine,6F81-5844-456A,N2 Custom Instance Core running in Mumbai,FC69-4A67-C34D,"17,827.93",hour,1-Jan-24,31-Jan-24,0.0398685,710.8
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Cloud SQL,9662-B51E-5089,Cloud SQL for MySQL: Zonal - vCPU in Mumbai,FD1C-BF76-E3AA,"13,389.99",hour,1-Jan-24,31-Jan-24,0.0496,664.1
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Cloud SQL,9662-B51E-5089,Cloud SQL for MySQL: Zonal - RAM in Mumbai,EAF1-CE88-2F23,"71,415.94",gibibyte hour,1-Jan-24,31-Jan-24,0.0084,599.9
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Networking,E505-1604-58F8,Cloud Load Balancer Forwarding Rule Additional Global,1211-928B-AF92,"51,313.82",hour,1-Jan-24,31-Jan-24,0.01,513.1
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Compute Engine,6F81-5844-456A,N2 Instance Ram running in Mumbai,23FA-BF9A-7C7A,"95,082.28",gibibyte hour,1-Jan-24,31-Jan-24,0.005088,483.8
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Cloud Memorystore for Redis,5AF5-2C11-D467,Redis Standard Node Capacity M2 Mumbai,A597-BD7C-F4EC,"12,265.35",gibibyte hour,1-Jan-24,31-Jan-24,0.037,453.8
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Cloud Memorystore for Redis,5AF5-2C11-D467,Redis Standard Node Capacity M3 Mumbai,A9CD-A52F-43DA,"10,457.92",gibibyte hour,1-Jan-24,31-Jan-24,0.03,313.7
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Networking,E505-1604-58F8,Networking Cloud VPN Tunnel Asiasouth1,930D-66FD-C691,"5,206.44",hour,1-Jan-24,31-Jan-24,0.05,260.3
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Mumbai to APAC,4F52-58E2-DAD9,"2,103.25",gibibyte,1-Jan-24,31-Jan-24,0.12,252.4
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Compute Engine,6F81-5844-456A,Licensing Fee for Ubuntu Pro 20.04 LTS (Focal Fossa) on VM with 6 to 9 VCPU (CPU cost),4C14-20CD-4C5D,"21,119.86",hour,1-Jan-24,31-Jan-24,0.00997,210.6
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,504.024,gibibyte,1-Jan-24,31-Jan-24,0.5,252.0
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Compute Engine,6F81-5844-456A,Storage Machine Image in Mumbai,FB14-5D66-522F,"3,035.70",gibibyte month,1-Jan-24,31-Jan-24,0.06,182.1
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Compute Engine,6F81-5844-456A,N2 Custom Instance Ram running in Mumbai,88AC-E248-BFC6,"35,655.85",gibibyte hour,1-Jan-24,31-Jan-24,0.0053424,190.5
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Networking,E505-1604-58F8,Regional Internal Application Load Balancer Proxy Instance Charge for Mumbai (asia-south1),18D4-D9C3-4331,"6,688",hour,1-Jan-24,31-Jan-24,0.025,167.2
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Compute Engine,6F81-5844-456A,Licensing Fee for Ubuntu Pro 20.04 LTS (Focal Fossa) on VM (RAM cost),5245-3320-9740,"1,185,073.18",gibibyte hour,1-Jan-24,31-Jan-24,0.000127,150.5
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Cloud SQL,9662-B51E-5089,Cloud SQL for MySQL: Regional - Standard storage in Mumbai,4029-EDEA-4294,394.5,gibibyte month,1-Jan-24,31-Jan-24,0.408,161.0
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Cloud Memorystore for Redis,5AF5-2C11-D467,Redis Capacity Basic M1 Mumbai,1A79-AA76-9403,"2,451.02",gibibyte hour,1-Jan-24,31-Jan-24,0.063,154.4
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Compute Engine,6F81-5844-456A,Storage Image,DAA2-253C-6680,"2,976.86",gibibyte month,1-Jan-24,31-Jan-24,0.05,148.8
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Compute Engine,6F81-5844-456A,Network Inter Zone Data Transfer Out,DE9E-AFBC-A15A,"13,975.24",gibibyte,1-Jan-24,31-Jan-24,0.01,139.8
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Cloud SQL,9662-B51E-5089,Cloud SQL for MySQL: Zonal - Standard storage in Mumbai,8E8D-BF79-E47F,621.221,gibibyte month,1-Jan-24,31-Jan-24,0.204,126.7
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Compute Engine,6F81-5844-456A,Storage PD Snapshot in Mumbai,A0EA-3B8B-0794,"3,484.51",gibibyte month,1-Jan-24,31-Jan-24,0.052,181.2
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Compute Engine,6F81-5844-456A,N2D AMD Instance Core running in Mumbai,0DAC-F520-B2D1,"5,942.64",hour,1-Jan-24,31-Jan-24,0.018151,107.9
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Cloud Memorystore for Redis,5AF5-2C11-D467,Redis Capacity Basic M2 Mumbai,C0DE-CBF3-DEE8,"2,616.33",gibibyte hour,1-Jan-24,31-Jan-24,0.037,96.8
PVR - Searce,013D8E-95CC18-2E46E8,PVR-Web-App,pvr-web-app,PVRCINEMAS.COM/Folder/PVR-Web-App,Networking,E505-1604-58F8,Networking Cloud Nat Data Processing,015F-5732-FFF0,"1,637.03",gibibyte,1-Jan-24,31-Jan-24,0.045,73.7
